"city","state_id","state_name","county_fips","county_name","lat","lng"
"East Alto Bonito","TX","Texas",48427,"Starr",26.3023,-98.6358
"Myrtle Springs","TX","Texas",48467,"Van Zandt",32.6151,-95.9329
"Lefors","TX","Texas",48179,"Gray",35.4396,-100.804
"Leming","TX","Texas",48013,"Atascosa",29.0683,-98.4722
"Smiley","TX","Texas",48177,"Gonzales",29.2713,-97.6376
"Sunrise Shores","TX","Texas",48213,"Henderson",32.1801,-95.5056
"Thornton","TX","Texas",48293,"Limestone",31.4111,-96.5738
"Winona","TX","Texas",48423,"Smith",32.4928,-95.173
"Scotland","TX","Texas",48009,"Archer",33.6499,-98.4677
"Liverpool","TX","Texas",48039,"Brazoria",29.3018,-95.2746
"Timbercreek Canyon","TX","Texas",48381,"Randall",35.0539,-101.8186
"Hawk Cove","TX","Texas",48231,"Hunt",32.884,-96.0833
"Chillicothe","TX","Texas",48197,"Hardeman",34.256,-99.5144
"Union Valley","TX","Texas",48231,"Hunt",32.9351,-96.2441
"Gordon","TX","Texas",48363,"Palo Pinto",32.5455,-98.3672
"Sunset","TX","Texas",48337,"Montague",33.448,-97.7663
"Ranchos Penitas West","TX","Texas",48479,"Webb",27.6745,-99.6035
"Deweyville","TX","Texas",48351,"Newton",30.3032,-93.759
"Rancho Banquete","TX","Texas",48355,"Nueces",27.8093,-97.8455
"Alba","TX","Texas",48499,"Wood",32.7906,-95.6343
"Winfield","TX","Texas",48449,"Titus",33.1656,-95.1104
"Stonewall","TX","Texas",48171,"Gillespie",30.2497,-98.6593
"Coupland","TX","Texas",48491,"Williamson",30.4568,-97.3979
"Evant","TX","Texas",48099,"Coryell",31.4761,-98.1501
"Blum","TX","Texas",48217,"Hill",32.1419,-97.3972
"Buffalo Gap","TX","Texas",48441,"Taylor",32.2834,-99.8341
"Gustine","TX","Texas",48093,"Comanche",31.8457,-98.4025
"Wadsworth","TX","Texas",48321,"Matagorda",28.8224,-95.9276
"Lyons","TX","Texas",48051,"Burleson",30.3985,-96.5499
"Bristol","TX","Texas",48139,"Ellis",32.455,-96.5672
"Star Harbor","TX","Texas",48213,"Henderson",32.1927,-96.0542
"Big Wells","TX","Texas",48127,"Dimmit",28.5699,-99.5702
"Hallsburg","TX","Texas",48309,"McLennan",31.5683,-96.9464
"Santa Cruz","TX","Texas",48427,"Starr",26.3537,-98.7676
"New Home","TX","Texas",48305,"Lynn",33.3269,-101.9117
"Point Comfort","TX","Texas",48057,"Calhoun",28.6715,-96.5591
"Groom","TX","Texas",48065,"Carson",35.205,-101.1071
"Morning Glory","TX","Texas",48141,"El Paso",31.5648,-106.2089
"Paradise","TX","Texas",48497,"Wise",33.1504,-97.6887
"West Alto Bonito","TX","Texas",48427,"Starr",26.3144,-98.6632
"Vanderbilt","TX","Texas",48239,"Jackson",28.8208,-96.6097
"Spring Gardens","TX","Texas",48355,"Nueces",27.7615,-97.7419
"Noonday","TX","Texas",48423,"Smith",32.2441,-95.3972
"San Leanna","TX","Texas",48453,"Travis",30.1442,-97.8195
"DISH","TX","Texas",48121,"Denton",33.133,-97.3012
"Hawley","TX","Texas",48253,"Jones",32.6037,-99.8111
"Smyer","TX","Texas",48219,"Hockley",33.5874,-102.1636
"Webberville","TX","Texas",48453,"Travis",30.226,-97.4995
"Bear Creek","TX","Texas",48209,"Hays",30.1824,-97.9401
"Hull","TX","Texas",48291,"Liberty",30.1464,-94.6422
"Hebron","TX","Texas",48121,"Denton",33.0337,-96.8759
"Lipan","TX","Texas",48221,"Hood",32.5187,-98.047
"Barry","TX","Texas",48349,"Navarro",32.0999,-96.6378
"Higgins","TX","Texas",48295,"Lipscomb",36.121,-100.0274
"Burton","TX","Texas",48477,"Washington",30.1813,-96.5999
"Macdona","TX","Texas",48029,"Bexar",29.3205,-98.6973
"Nordheim","TX","Texas",48123,"DeWitt",28.9239,-97.6141
"Alma","TX","Texas",48139,"Ellis",32.2813,-96.5497
"Leroy","TX","Texas",48309,"McLennan",31.7322,-97.0214
"Balmorhea","TX","Texas",48389,"Reeves",30.984,-103.7438
"Bluetown","TX","Texas",48061,"Cameron",26.0734,-97.8199
"Appleby","TX","Texas",48347,"Nacogdoches",31.717,-94.6078
"Ropesville","TX","Texas",48219,"Hockley",33.4133,-102.1552
"K-Bar Ranch","TX","Texas",48249,"Jim Wells",27.9928,-97.9267
"Alamo Beach","TX","Texas",48057,"Calhoun",28.5734,-96.5655
"Bandera","TX","Texas",48019,"Bandera",29.7255,-99.0741
"Nome","TX","Texas",48245,"Jefferson",30.0364,-94.4063
"Highland Haven","TX","Texas",48053,"Burnet",30.6074,-98.3951
"Jayton","TX","Texas",48263,"Kent",33.2502,-100.5748
"Villa del Sol","TX","Texas",48061,"Cameron",26.1915,-97.5782
"Angus","TX","Texas",48349,"Navarro",31.9976,-96.427
"Rock Island","TX","Texas",48089,"Colorado",29.5189,-96.5702
"Dean","TX","Texas",48077,"Clay",33.9299,-98.3676
"Leakey","TX","Texas",48385,"Real",29.7254,-99.7631
"Placedo","TX","Texas",48469,"Victoria",28.6922,-96.8259
"Morgan","TX","Texas",48035,"Bosque",32.0155,-97.6061
"Prado Verde","TX","Texas",48141,"El Paso",31.8898,-106.6135
"Rosser","TX","Texas",48257,"Kaufman",32.4648,-96.4431
"Relampago","TX","Texas",48215,"Hidalgo",26.0851,-97.9059
"Matagorda","TX","Texas",48321,"Matagorda",28.697,-95.9668
"Huxley","TX","Texas",48419,"Shelby",31.7644,-93.8849
"Sadler","TX","Texas",48181,"Grayson",33.682,-96.8487
"Bellevue","TX","Texas",48077,"Clay",33.6335,-98.0164
"Hermleigh","TX","Texas",48415,"Scurry",32.6366,-100.7523
"South Mountain","TX","Texas",48099,"Coryell",31.4398,-97.6793
"Marathon","TX","Texas",48043,"Brewster",30.2157,-103.2433
"Murchison","TX","Texas",48213,"Henderson",32.2751,-95.756
"Cedar Point","TX","Texas",48373,"Polk",30.7975,-95.0749
"Easton","TX","Texas",48183,"Gregg",32.382,-94.5912
"Banquete","TX","Texas",48355,"Nueces",27.8007,-97.7972
"Oak Valley","TX","Texas",48349,"Navarro",32.0331,-96.5116
"Miami","TX","Texas",48393,"Roberts",35.6923,-100.6417
"Mount Calm","TX","Texas",48217,"Hill",31.7564,-96.8817
"Cape Royale","TX","Texas",48407,"San Jacinto",30.6531,-95.1265
"Knollwood","TX","Texas",48181,"Grayson",33.6893,-96.6185
"Malone","TX","Texas",48217,"Hill",31.9171,-96.8948
"Dodd City","TX","Texas",48147,"Fannin",33.5757,-96.0755
"Bixby","TX","Texas",48061,"Cameron",26.14,-97.8562
"Lawn","TX","Texas",48441,"Taylor",32.1366,-99.7499
"Garwood","TX","Texas",48089,"Colorado",29.4432,-96.4056
"Los Barreras","TX","Texas",48427,"Starr",26.3911,-98.9184
"Forsan","TX","Texas",48227,"Howard",32.1104,-101.3668
"Cottonwood","TX","Texas",48257,"Kaufman",32.4613,-96.3965
"Texline","TX","Texas",48111,"Dallam",36.3765,-103.0189
"Ackerly","TX","Texas",48317,"Martin",32.5251,-101.7158
"Sheridan","TX","Texas",48089,"Colorado",29.5023,-96.6761
"Rose City","TX","Texas",48361,"Orange",30.1049,-94.0506
"Red Rock","TX","Texas",48021,"Bastrop",29.96,-97.4428
"Millsap","TX","Texas",48367,"Parker",32.7493,-98.0117
"Devers","TX","Texas",48291,"Liberty",30.0287,-94.586
"Cove","TX","Texas",48071,"Chambers",29.8109,-94.8206
"New Ulm","TX","Texas",48015,"Austin",29.8874,-96.4913
"Alto Bonito Heights","TX","Texas",48427,"Starr",26.3158,-98.6413
"Garner","TX","Texas",48367,"Parker",32.827,-97.9847
"Blanket","TX","Texas",48049,"Brown",31.8243,-98.7896
"Thorntonville","TX","Texas",48475,"Ward",31.5789,-102.9221
"Poynor","TX","Texas",48213,"Henderson",32.0793,-95.5924
"Pine Forest","TX","Texas",48361,"Orange",30.1757,-94.0367
"Yancey","TX","Texas",48325,"Medina",29.1442,-99.1438
"Whiteface","TX","Texas",48079,"Cochran",33.5996,-102.6134
"Kennard","TX","Texas",48225,"Houston",31.3575,-95.1853
"Texhoma","TX","Texas",48421,"Sherman",36.4937,-101.7937
"Myra","TX","Texas",48097,"Cooke",33.624,-97.3144
"Sandia","TX","Texas",48249,"Jim Wells",28.0198,-97.8704
"Petrolia","TX","Texas",48077,"Clay",34.0131,-98.2313
"Byers","TX","Texas",48077,"Clay",34.0696,-98.1913
"Wilson","TX","Texas",48305,"Lynn",33.3192,-101.7274
"San Patricio","TX","Texas",48409,"San Patricio",27.9772,-97.7766
"Reklaw","TX","Texas",48401,"Rusk",31.8662,-94.9834
"Bruni","TX","Texas",48479,"Webb",27.4282,-98.8322
"Zuehl","TX","Texas",48187,"Guadalupe",29.496,-98.1535
"Broaddus","TX","Texas",48405,"San Augustine",31.305,-94.2699
"Oak Island","TX","Texas",48071,"Chambers",29.6628,-94.6883
"Skellytown","TX","Texas",48065,"Carson",35.5704,-101.1728
"Latexo","TX","Texas",48225,"Houston",31.3892,-95.4724
"Weir","TX","Texas",48491,"Williamson",30.6759,-97.593
"Morgan Farm","TX","Texas",48409,"San Patricio",28.0055,-97.5535
"Ranchitos del Norte","TX","Texas",48427,"Starr",26.4003,-98.8715
"Tira","TX","Texas",48223,"Hopkins",33.3222,-95.5606
"Hartley","TX","Texas",48205,"Hartley",35.8914,-102.3933
"Bynum","TX","Texas",48217,"Hill",31.9691,-97.0031
"Los Angeles","TX","Texas",48489,"Willacy",26.4947,-97.7862
"Bayside","TX","Texas",48391,"Refugio",28.0966,-97.2109
"Pablo Pena","TX","Texas",48427,"Starr",26.3037,-98.6405
"Coyote Flats","TX","Texas",48251,"Johnson",32.3528,-97.2944
"Cade Lakes","TX","Texas",48051,"Burleson",30.5152,-96.7751
"Iredell","TX","Texas",48035,"Bosque",31.9865,-97.8719
"Woodson","TX","Texas",48447,"Throckmorton",33.0149,-99.0534
"Granjeno","TX","Texas",48215,"Hidalgo",26.1371,-98.3034
"Lockett","TX","Texas",48487,"Wilbarger",34.0826,-99.3738
"Follett","TX","Texas",48295,"Lipscomb",36.434,-100.1408
"Holiday Beach","TX","Texas",48007,"Aransas",28.167,-97.006
"Palisades","TX","Texas",48381,"Randall",35.0614,-101.8032
"Mount Enterprise","TX","Texas",48401,"Rusk",31.9113,-94.6826
"Creedmoor","TX","Texas",48453,"Travis",30.0739,-97.7372
"Douglassville","TX","Texas",48067,"Cass",33.1917,-94.3519
"Howardwick","TX","Texas",48129,"Donley",35.0348,-100.9079
"Streetman","TX","Texas",48161,"Freestone",31.8787,-96.3306
"Goodlow","TX","Texas",48349,"Navarro",32.1091,-96.2152
"Villa Pancho","TX","Texas",48061,"Cameron",25.8844,-97.4157
"Paint Rock","TX","Texas",48095,"Concho",31.5101,-99.9253
"Kendleton","TX","Texas",48157,"Fort Bend",29.4469,-96.0012
"Annona","TX","Texas",48387,"Red River",33.5818,-94.9131
"Bloomburg","TX","Texas",48067,"Cass",33.1378,-94.0591
"Garceno","TX","Texas",48427,"Starr",26.4122,-98.9406
"Gallatin","TX","Texas",48073,"Cherokee",31.8969,-95.152
"El Chaparral","TX","Texas",48427,"Starr",26.3489,-98.7673
"Lakeshore Gardens-Hidden Acres","TX","Texas",48409,"San Patricio",28.1235,-97.8653
"Olmito and Olmito","TX","Texas",48427,"Starr",26.34,-98.642
"South Toledo Bend","TX","Texas",48351,"Newton",31.1568,-93.6074
"Windthorst","TX","Texas",48009,"Archer",33.576,-98.4348
"Grandfalls","TX","Texas",48475,"Ward",31.3405,-102.8544
"Yantis","TX","Texas",48499,"Wood",32.9305,-95.5761
"Barrera","TX","Texas",48427,"Starr",26.3925,-98.8985
"Quitaque","TX","Texas",48045,"Briscoe",34.3674,-101.0556
"Edom","TX","Texas",48467,"Van Zandt",32.3743,-95.6099
"J.F. Villareal","TX","Texas",48427,"Starr",26.4199,-98.9788
"Rancho Chico","TX","Texas",48409,"San Patricio",28.0243,-97.4966
"Covington","TX","Texas",48217,"Hill",32.1784,-97.2603
"Warren City","TX","Texas",48183,"Gregg",32.553,-94.9056
"Huckabay","TX","Texas",48143,"Erath",32.3486,-98.2971
"Ranchitos Las Lomas","TX","Texas",48479,"Webb",27.6282,-99.2345
"Pleasant Valley","TX","Texas",48485,"Wichita",33.9375,-98.5981
"Ranchitos East","TX","Texas",48479,"Webb",27.4901,-99.3668
"Scottsville","TX","Texas",48203,"Harrison",32.5317,-94.2464
"Rochester","TX","Texas",48207,"Haskell",33.3142,-99.8565
"Fayetteville","TX","Texas",48149,"Fayette",29.9063,-96.6758
"Mildred","TX","Texas",48349,"Navarro",32.0411,-96.3483
"La Ward","TX","Texas",48239,"Jackson",28.8465,-96.4649
"Leona","TX","Texas",48289,"Leon",31.1537,-95.976
"Cashion Community","TX","Texas",48485,"Wichita",34.0365,-98.5081
"Santo","TX","Texas",48363,"Palo Pinto",32.6056,-98.2138
"Richland","TX","Texas",48349,"Navarro",31.9177,-96.4265
"Grays Prairie","TX","Texas",48257,"Kaufman",32.4734,-96.3502
"McLeod","TX","Texas",48067,"Cass",32.9455,-94.0776
"Trent","TX","Texas",48441,"Taylor",32.4882,-100.1233
"Kingsbury","TX","Texas",48187,"Guadalupe",29.6541,-97.8
"Bedias","TX","Texas",48185,"Grimes",30.7792,-95.9469
"Mingus","TX","Texas",48363,"Palo Pinto",32.5363,-98.4249
"Anderson","TX","Texas",48185,"Grimes",30.4871,-95.9899
"Avinger","TX","Texas",48067,"Cass",32.898,-94.5533
"Abbott","TX","Texas",48217,"Hill",31.8868,-97.0799
"Christoval","TX","Texas",48451,"Tom Green",31.1976,-100.4933
"La Paloma Addition","TX","Texas",48409,"San Patricio",28.017,-97.5009
"Taylor Landing","TX","Texas",48245,"Jefferson",29.8641,-94.1348
"Goldsmith","TX","Texas",48135,"Ector",31.9832,-102.6163
"Goodrich","TX","Texas",48373,"Polk",30.6092,-94.9467
"Tuleta","TX","Texas",48025,"Bee",28.5767,-97.798
"Camargito","TX","Texas",48427,"Starr",26.3451,-98.7387
"Edroy","TX","Texas",48409,"San Patricio",27.9609,-97.6754
"Barstow","TX","Texas",48475,"Ward",31.4615,-103.3955
"Goree","TX","Texas",48275,"Knox",33.468,-99.5236
"Manuel Garcia","TX","Texas",48427,"Starr",26.3337,-98.7017
"Westbrook","TX","Texas",48335,"Mitchell",32.3571,-101.0133
"Mobile City","TX","Texas",48397,"Rockwall",32.9228,-96.4111
"Richland Springs","TX","Texas",48411,"San Saba",31.2715,-98.9486
"Lake Bridgeport","TX","Texas",48497,"Wise",33.2074,-97.831
"Alfred","TX","Texas",48249,"Jim Wells",27.8742,-97.9799
"Tradewinds","TX","Texas",48409,"San Patricio",27.995,-97.2602
"Nazareth","TX","Texas",48069,"Castro",34.5416,-102.1021
"Progreso Lakes","TX","Texas",48215,"Hidalgo",26.0712,-97.9587
"Midway","TX","Texas",48313,"Madison",31.0252,-95.7539
"Lingleville","TX","Texas",48143,"Erath",32.2432,-98.3767
"Industry","TX","Texas",48015,"Austin",29.9715,-96.4992
"Tynan","TX","Texas",48025,"Bee",28.1708,-97.7492
"Lueders","TX","Texas",48253,"Jones",32.8004,-99.6232
"El Rancho Vela","TX","Texas",48427,"Starr",26.4038,-98.7691
"Eugenio Saenz","TX","Texas",48427,"Starr",26.3583,-98.6331
"Thompsons","TX","Texas",48157,"Fort Bend",29.4906,-95.6304
"Gary City","TX","Texas",48365,"Panola",32.0277,-94.3679
"Hedley","TX","Texas",48129,"Donley",34.8674,-100.659
"Nada","TX","Texas",48089,"Colorado",29.4146,-96.3781
"Carbon","TX","Texas",48133,"Eastland",32.2684,-98.8272
"Garden City","TX","Texas",48173,"Glasscock",31.8673,-101.4863
"Rose Hill Acres","TX","Texas",48199,"Hardin",30.1933,-94.193
"Callisburg","TX","Texas",48097,"Cooke",33.6987,-97.0159
"Morgan's Point","TX","Texas",48201,"Harris",29.6765,-95.0027
"Iola","TX","Texas",48185,"Grimes",30.7719,-96.0771
"Wellman","TX","Texas",48445,"Terry",33.047,-102.4275
"Del Sol","TX","Texas",48409,"San Patricio",28.0132,-97.5202
"Weston","TX","Texas",48085,"Collin",33.33,-96.6676
"Havana","TX","Texas",48215,"Hidalgo",26.2507,-98.509
"Chester","TX","Texas",48457,"Tyler",30.9214,-94.6002
"North Cleveland","TX","Texas",48291,"Liberty",30.3576,-95.1004
"San Carlos II","TX","Texas",48479,"Webb",27.4901,-99.3684
"Darrouzett","TX","Texas",48295,"Lipscomb",36.4447,-100.3258
"Morse","TX","Texas",48195,"Hansford",36.066,-101.4769
"Ross","TX","Texas",48309,"McLennan",31.7282,-97.1123
"Turkey","TX","Texas",48191,"Hall",34.3939,-100.8953
"Channing","TX","Texas",48205,"Hartley",35.6819,-102.3322
"Fronton","TX","Texas",48427,"Starr",26.4255,-99.0761
"Blessing","TX","Texas",48321,"Matagorda",28.8728,-96.2172
"Montague","TX","Texas",48337,"Montague",33.6653,-97.7209
"San Carlos I","TX","Texas",48479,"Webb",27.4906,-99.3726
"Bishop Hills","TX","Texas",48375,"Potter",35.2614,-101.9519
"Imperial","TX","Texas",48371,"Pecos",31.2668,-102.6947
"Green Valley Farms","TX","Texas",48061,"Cameron",26.1219,-97.561
"Sanctuary","TX","Texas",48367,"Parker",32.9132,-97.5877
"Marquez","TX","Texas",48289,"Leon",31.2361,-96.2574
"La Escondida","TX","Texas",48427,"Starr",26.3807,-98.8737
"Alice Acres","TX","Texas",48249,"Jim Wells",27.7119,-98.108
"Coffee City","TX","Texas",48213,"Henderson",32.1383,-95.4871
"Laguna Seca","TX","Texas",48215,"Hidalgo",26.2793,-97.9262
"Carmine","TX","Texas",48149,"Fayette",30.1485,-96.6908
"Benjamin","TX","Texas",48275,"Knox",33.5836,-99.7929
"Dime Box","TX","Texas",48287,"Lee",30.355,-96.8233
"Bailey","TX","Texas",48147,"Fannin",33.4337,-96.1651
"Gause","TX","Texas",48331,"Milam",30.7874,-96.7224
"Bonney","TX","Texas",48039,"Brazoria",29.3013,-95.4508
"Enchanted Oaks","TX","Texas",48213,"Henderson",32.2667,-96.109
"Opdyke West","TX","Texas",48219,"Hockley",33.5927,-102.3006
"Tierra Verde","TX","Texas",48355,"Nueces",27.7616,-97.7174
"Washburn","TX","Texas",48011,"Armstrong",35.1692,-101.57
"Tilden","TX","Texas",48311,"McMullen",28.46,-98.5487
"Megargel","TX","Texas",48009,"Archer",33.4535,-98.9298
"May","TX","Texas",48049,"Brown",31.9798,-98.9247
"Cranfills Gap","TX","Texas",48035,"Bosque",31.7753,-97.8302
"Zapata Ranch","TX","Texas",48489,"Willacy",26.357,-97.8243
"Staples","TX","Texas",48187,"Guadalupe",29.7664,-97.8279
"Tehuacana","TX","Texas",48293,"Limestone",31.7411,-96.5436
"Orchard","TX","Texas",48157,"Fort Bend",29.6035,-95.969
"La Feria North","TX","Texas",48061,"Cameron",26.1778,-97.8232
"Thompsonville","TX","Texas",48247,"Jim Hogg",27.2601,-98.7847
"Pecan Gap","TX","Texas",48119,"Delta",33.4382,-95.8519
"Mound","TX","Texas",48099,"Coryell",31.3505,-97.6432
"Rochelle","TX","Texas",48307,"McCulloch",31.2232,-99.2066
"Chula Vista","TX","Texas",48061,"Cameron",26.0739,-97.4397
"Wixon Valley","TX","Texas",48041,"Brazos",30.7639,-96.3193
"Welch","TX","Texas",48115,"Dawson",32.9306,-102.1256
"Utopia","TX","Texas",48463,"Uvalde",29.6188,-99.5153
"Hilltop","TX","Texas",48163,"Frio",28.6938,-99.1761
"San Pedro","TX","Texas",48061,"Cameron",25.9812,-97.5882
"Country Acres","TX","Texas",48409,"San Patricio",27.9251,-97.1661
"Neylandville","TX","Texas",48231,"Hunt",33.2006,-96.0054
"La Presa","TX","Texas",48479,"Webb",27.3995,-99.4374
"Tanquecitos South Acres","TX","Texas",48479,"Webb",27.4898,-99.3797
"Shelbyville","TX","Texas",48419,"Shelby",31.7594,-94.0772
"E. Lopez","TX","Texas",48427,"Starr",26.3087,-98.6379
"Melvin","TX","Texas",48307,"McCulloch",31.1993,-99.5809
"Zephyr","TX","Texas",48049,"Brown",31.6791,-98.7911
"Rowena","TX","Texas",48399,"Runnels",31.6442,-100.0481
"Owl Ranch","TX","Texas",48249,"Jim Wells",27.8927,-98.0934
"Eureka","TX","Texas",48349,"Navarro",32.012,-96.2856
"Christine","TX","Texas",48013,"Atascosa",28.7862,-98.4978
"Roaring Springs","TX","Texas",48345,"Motley",33.8992,-100.8561
"Weinert","TX","Texas",48207,"Haskell",33.3234,-99.6736
"Neches","TX","Texas",48001,"Anderson",31.8688,-95.4917
"Jolly","TX","Texas",48077,"Clay",33.8827,-98.3475
"Loop","TX","Texas",48165,"Gaines",32.9142,-102.4147
"Los Alvarez","TX","Texas",48427,"Starr",26.3859,-98.899
"Mirando City","TX","Texas",48479,"Webb",27.4401,-99.0006
"Allison","TX","Texas",48483,"Wheeler",35.612,-100.1115
"La Victoria","TX","Texas",48427,"Starr",26.3478,-98.6296
"Sandy Point","TX","Texas",48039,"Brazoria",29.4013,-95.4816
"Emhouse","TX","Texas",48349,"Navarro",32.1607,-96.5772
"Tierra Grande","TX","Texas",48355,"Nueces",27.7037,-97.5718
"Mullin","TX","Texas",48333,"Mills",31.5551,-98.6657
"Penelope","TX","Texas",48217,"Hill",31.8585,-96.9281
"Dickens","TX","Texas",48125,"Dickens",33.6213,-100.8368
"San Isidro","TX","Texas",48427,"Starr",26.7136,-98.4479
"Nesbitt","TX","Texas",48203,"Harrison",32.5886,-94.4469
"Navarro","TX","Texas",48349,"Navarro",32.0008,-96.3825
"East Columbia","TX","Texas",48039,"Brazoria",29.1396,-95.6143
"Blackwell","TX","Texas",48353,"Nolan",32.0851,-100.3194
"B and E","TX","Texas",48427,"Starr",26.3565,-98.7537
"Lake View","TX","Texas",48465,"Val Verde",29.459,-100.9532
"Campo Verde","TX","Texas",48427,"Starr",26.3916,-98.914
"Ellinger","TX","Texas",48149,"Fayette",29.8394,-96.7053
"Ranchette Estates","TX","Texas",48489,"Willacy",26.4844,-97.822
"North Escobares","TX","Texas",48427,"Starr",26.4325,-98.9719
"Lake Meredith Estates","TX","Texas",48233,"Hutchinson",35.6639,-101.6027
"Brazos","TX","Texas",48363,"Palo Pinto",32.6622,-98.1231
"Gail","TX","Texas",48033,"Borden",32.767,-101.4465
"Palo Pinto","TX","Texas",48363,"Palo Pinto",32.7692,-98.3007
"Study Butte","TX","Texas",48043,"Brewster",29.335,-103.5421
"Ringgold","TX","Texas",48337,"Montague",33.8144,-97.9424
"South Frydek","TX","Texas",48015,"Austin",29.7318,-96.0738
"Arroyo Gardens","TX","Texas",48061,"Cameron",26.2052,-97.5021
"Coyanosa","TX","Texas",48371,"Pecos",31.2409,-103.0648
"Loma Grande","TX","Texas",48507,"Zavala",28.7221,-99.8327
"Sarita","TX","Texas",48261,"Kenedy",27.2235,-97.7955
"Guthrie","TX","Texas",48269,"King",33.6215,-100.329
"Moran","TX","Texas",48417,"Shackelford",32.5471,-99.1663
"Tow","TX","Texas",48299,"Llano",30.8889,-98.4631
"Priddy","TX","Texas",48333,"Mills",31.676,-98.5114
"Petty","TX","Texas",48277,"Lamar",33.6034,-95.8055
"Edgewater Estates","TX","Texas",48409,"San Patricio",28.0969,-97.865
"Fronton Ranchettes","TX","Texas",48427,"Starr",26.4253,-99.0268
"Spring Branch","TX","Texas",48091,"Comal",29.8849,-98.4127
"Bivins","TX","Texas",48067,"Cass",33.0174,-94.193
"Damon","TX","Texas",48039,"Brazoria",29.2832,-95.7408
"Airport Road Addition","TX","Texas",48047,"Brooks",27.219,-98.0981
"Chaparrito","TX","Texas",48427,"Starr",26.3408,-98.7354
"Boys Ranch","TX","Texas",48359,"Oldham",35.5332,-102.2537
"Wildorado","TX","Texas",48359,"Oldham",35.2091,-102.2055
"Hays","TX","Texas",48209,"Hays",30.1214,-97.8725
"El Quiote","TX","Texas",48427,"Starr",26.3845,-98.9084
"Airport Heights","TX","Texas",48427,"Starr",26.4087,-98.8367
"Aquilla","TX","Texas",48217,"Hill",31.8548,-97.22
"Cool","TX","Texas",48367,"Parker",32.8001,-98.0113
"Moore Station","TX","Texas",48213,"Henderson",32.1905,-95.5704
"Paige","TX","Texas",48021,"Bastrop",30.2138,-97.1211
"Pyote","TX","Texas",48475,"Ward",31.538,-103.1225
"Dodson","TX","Texas",48087,"Collingsworth",34.7654,-100.0204
"Miguel Barrera","TX","Texas",48427,"Starr",26.412,-98.9216
"Ravenna","TX","Texas",48147,"Fannin",33.6705,-96.2409
"Richards","TX","Texas",48185,"Grimes",30.5366,-95.8462
"Bledsoe","TX","Texas",48079,"Cochran",33.6182,-103.0181
"Delmita","TX","Texas",48427,"Starr",26.6852,-98.4231
"Port Mansfield","TX","Texas",48489,"Willacy",26.5623,-97.4365
"Cuney","TX","Texas",48073,"Cherokee",32.0374,-95.4147
"Windom","TX","Texas",48147,"Fannin",33.5648,-95.9985
"Harrold","TX","Texas",48487,"Wilbarger",34.0756,-99.0271
"Springlake","TX","Texas",48279,"Lamb",34.2317,-102.3057
"Terlingua","TX","Texas",48043,"Brewster",29.2991,-103.5796
"Caney City","TX","Texas",48213,"Henderson",32.2096,-96.0381
"Sammy Martinez","TX","Texas",48427,"Starr",26.4329,-98.7512
"Adrian","TX","Texas",48359,"Oldham",35.2741,-102.6672
"Amargosa","TX","Texas",48249,"Jim Wells",27.8916,-98.1086
"Loma Linda","TX","Texas",48409,"San Patricio",28.007,-97.4994
"Seven Oaks","TX","Texas",48373,"Polk",30.8518,-94.8578
"Moore","TX","Texas",48163,"Frio",29.0574,-99.0069
"Rangerville","TX","Texas",48061,"Cameron",26.105,-97.7373
"Kopperl","TX","Texas",48035,"Bosque",32.07,-97.4991
"Iglesia Antigua","TX","Texas",48061,"Cameron",26.0748,-97.8342
"Benjamin Perez","TX","Texas",48427,"Starr",26.406,-98.8997
"Round Top","TX","Texas",48149,"Fayette",30.0639,-96.6957
"Kirvin","TX","Texas",48161,"Freestone",31.7671,-96.33
"Miller's Cove","TX","Texas",48449,"Titus",33.156,-95.1147
"Round Mountain","TX","Texas",48031,"Blanco",30.4299,-98.3607
"Redfield","TX","Texas",48347,"Nacogdoches",31.6811,-94.6629
"Todd Mission","TX","Texas",48185,"Grimes",30.2613,-95.8298
"Salineño North","TX","Texas",48427,"Starr",26.5254,-99.0906
"Novice","TX","Texas",48083,"Coleman",31.9872,-99.6253
"Waka","TX","Texas",48357,"Ochiltree",36.2816,-101.0441
"Wingate","TX","Texas",48399,"Runnels",32.0455,-100.104
"Los Altos","TX","Texas",48479,"Webb",27.4904,-99.3858
"Edmonson","TX","Texas",48189,"Hale",34.2791,-101.8967
"Quemado","TX","Texas",48323,"Maverick",28.9471,-100.6238
"Austwell","TX","Texas",48391,"Refugio",28.3911,-96.8435
"Butterfield","TX","Texas",48141,"El Paso",31.8426,-106.0822
"La Coma Heights","TX","Texas",48215,"Hidalgo",26.4394,-98.0747
"Powell","TX","Texas",48349,"Navarro",32.1128,-96.3236
"Magnolia Beach","TX","Texas",48057,"Calhoun",28.5568,-96.5465
"Oilton","TX","Texas",48479,"Webb",27.4693,-98.9672
"El Castillo","TX","Texas",48427,"Starr",26.3348,-98.6391
"Browndell","TX","Texas",48241,"Jasper",31.1254,-93.9802
"La Rosita","TX","Texas",48427,"Starr",26.4017,-98.9322
"Sanford","TX","Texas",48233,"Hutchinson",35.7026,-101.5319
"Estelline","TX","Texas",48191,"Hall",34.547,-100.44
"Loma Linda West","TX","Texas",48427,"Starr",26.4205,-98.9304
"Loving","TX","Texas",48503,"Young",33.2628,-98.5156
"O'Brien","TX","Texas",48207,"Haskell",33.3802,-99.8438
